ISSR_LGL_NAME,MarketingName,State,image_url_1
Hartford Life & Accident Insurance Company,,CA,http://www.trademarkia.com/logo-images/hartford-fire-insurance-company/hartford-life-75381578.jpg
Alliance Health and Life Insurance Company,HAP,MI,http://www.adkins-ins.com/uploads/Library/Files/5%2DInsurance/Health/hap%20logo.jpg
John Alden Life Insurance Company,Assurant Health,IA,http://www.rehabilitation-center.org/wp-content/uploads/2012/08/Assurant-Health.jpg
Alameda Alliance Joint Powers Authority,,CA,http://www.bicepjpa.org/wp-content/uploads/2013/05/ACE-logo.jpg
Connecticut General Life Insurance Company,,VI,http://www.insurancelevel.com/company/logo/cigna.jpg
The Lincoln National Life Insurance Company,Lincoln Financial Group,AR,http://images.all-free-download.com/images/graphiclarge/lincoln_financial_group_67648.jpg
4 Ever Life Insurance Company,,MO,http://www.bcsf.com/images/bcsf_images/4ever_logo_color-large.png
BCS Insurance Company,,WY,https://pbs.twimg.com/profile_images/1866386635/bcs_facebook_logo_400x400.jpg
"Piedmont WellStar HealthPlans, Inc.",,GA,https://fbcdn-profile-a.akamaihd.net/hprofile-ak-prn2/t5/1086995_630636473627405_745299928_n.jpg
"Humana Benefit Plan of Illinois, Inc.",,KY,http://trpld.org/sites/default/files/humana.jpg
The Ohio National Life Insurance Company,,ND,https://50.87.187.213/wp-content/uploads/2014/08/Ohio-National-3.png
UNICARE Life & Health Insurance Company,,HI,http://www.nextdoorchiro.com/images/Insurance-Logos.jpg
BCS Insurance Company,,CA,https://pbs.twimg.com/profile_images/1866386635/bcs_facebook_logo_400x400.jpg
Amalgamated Life Insurance Company,,MD,http://photos.prnewswire.com/prn/20110711/NY32914LOGO
State Farm Mutual Automobile Ins. Co.,,VA,http://www.knowmore.org/wiki/images/e/ed/State_Farm_Mutual_Automobile_Insurance_Company-logo.png
"Dominion Dental Services, Inc.",Dominion Dental Services,DE,http://www.trademarkia.com/logo-images/dominion-dental-usa/dds-dominion-dental-services-inc-85287373.jpg
"The S/L/A/M Collaborative, Inc.",,CT,http://seeklogo.com/images/T/The_Women_s_Collaborative-logo-AA3852CCE2-seeklogo.com.gif
Time Insurance Company,Assurant Health,IL,http://www.rehabilitation-center.org/wp-content/uploads/2012/08/Assurant-Health.jpg
American National Insurance Company,,NV,http://logosandbrands.directory/wp-content/themes/directorypress/thumbs/American-National-Insurance-Company-logo.jpg
"LIBERTY Dental Plan of California, Inc.",,CA,https://www.libertydentalplan.com/Resources/Image/AdultCare-logo.png
"Humana Benefit Plan of Illinois, Inc.",,TN,http://trpld.org/sites/default/files/humana.jpg
UnitedHealthcare Insurance Company,UnitedHealthcare,CO,http://wheelhc.com/assets/img/Major_Insurance_Plans_Logos/05-UnitedHealthCare.PNG
Trustmark Life Insurance Company,,TX,http://www.healthy-monroe.com/images/starmark.jpg
New Era Life Insurance Company,,NY,http://www.medicareinsurancefinders.com/assets/images/logos.png
FFE RR Test Issuer 681,FFE RR Test Issuer 681,NY,
Southeastern Indiana Health Organization,SIHO Insurance Services,IN,http://www.siho.org/img/logo.png
Kansas City Life Insurance Company,Kansas City Life Insurance Company,DC,http://upload.wikimedia.org/wikipedia/de/thumb/d/d8/Kansas_City_Life_Insurance_Company_Logo.svg/1280px-Kansas_City_Life_Insurance_Company_Logo.svg.png
National Foundation Life Insurance Company,,NC,https://ektron.nationallifegroup.com/uploadedImages/Logo_NationalLifeGroup.jpg
"SHA, LLC",FirstCare Health Plans,TX,https://www.samanage.com/wp-content/uploads/2015/05/firstcare-logo.png
Guarantee Trust Life Insurance Co.,,MA,http://www.refugeinsurance.com/images/GTL%20logo.jpg
BCS Insurance Company,,MA,https://pbs.twimg.com/profile_images/1866386635/bcs_facebook_logo_400x400.jpg
AMERICAN COMMUNITY MUTUAL INSURANCE COMPANY,,SC,http://www.getyouradvantage.com/images/carrier-logos/American-Community.jpg
Cenral United Life Insurance Company,,OK,http://www.newhorizonsmktg.com/images/CompanyLogos/companion-life.png
State Farm Mutual Automobile Insurance Company,,CT,http://www.knowmore.org/wiki/images/e/ed/State_Farm_Mutual_Automobile_Insurance_Company-logo.png
"Humana Insurance Company, Inc.",Humana,WA,http://www.wilsonfiquettdental.com/wp-content/uploads/2013/03/humana-logo.jpg
Madison National Life,,KS,http://www.ranklogos.com/wp-content/uploads/2012/04/Madison-National-Life-Insurance-Company-logo.jpg
The Guardian Life Insurance Company,Guardian,OH,http://icould.com/files/2012/01/guardian-logo.jpg
"Vaughan Transportation, Inc.",,OK,http://www.ontarioparksassociation.memberlodge.com/Resources/Pictures/City%20of%20Vaughan%20Logo.jpg
Time Insurance Company,Assurant Health,IA,http://www.rehabilitation-center.org/wp-content/uploads/2012/08/Assurant-Health.jpg
FFE RR Test Issuer 505,FFE RR Test Issuer 505,CO,
Reliance Standard Life Insurance Company,,DE,http://1.bp.blogspot.com/-ePt9eGy_V1I/T7qnQpXGsvI/AAAAAAAAHGA/lXrtEP7Zrx0/s1600/RELIANCE%2BSTANDARD.jpg
Union Security Life Insurance Company of New York,Assurant Employee Benefits,NY,http://www.assurantemployeebenefits.com/wps/themes/html/Assurant/assets/images/btns/logo.gif
Central United Life Insurance Company,,AL,http://www.manhattanlife.com/Portals/0/LayerSlider3D/490/cul.png
"UnitedHealthcare of Alabama, Inc.",UnitedHealthcare,AL,http://wheelhc.com/assets/img/Major_Insurance_Plans_Logos/05-UnitedHealthCare.PNG
Dentegra Insurance Company,Dentegra Insurance Company ,MO,http://logosdatabase.com/logoimages/76142836.jpg
PacifiCare Life and Health Insurance Co,,OH,http://upload.wikimedia.org/wikipedia/commons/4/43/Pacificare.gif
Liberty National Life Insurance Co,,PA,http://www.preciseleads.com/images/integrationLogos/liberty-national-life-insurance.gif
Humana Insurance Company,Humana,IL,http://www.wilsonfiquettdental.com/wp-content/uploads/2013/03/humana-logo.jpg
Celtic Insurance Company,,NV,http://listtoptens.com/wp-content/uploads/2013/11/Best-Health-Insurance-Companies-US-Celtic-Insurance.jpg
Trustmark Life Insurance Company,,RI,http://www.healthy-monroe.com/images/starmark.jpg
Unified Life Insurance Company,,GA,http://www.texaskidsfirst.com/images/ULIC-Logo.jpg
"WellCare Health Insurance of Kentucky, Inc.",,TX,http://medbill.net/wp-content/uploads/2014/07/LOGO-WELLCARE.jpg
Guarantee Trust Life Insurance Company,,MI,http://www.refugeinsurance.com/images/GTL%20logo.jpg
Nationwide Life Insurance Company,,GA,http://asppamarketingkit.org/wp-content/uploads/2014/09/Nationwide_insurance_logo.jpg
UnitedHealthcare Life Insurance Company,,NE,http://www.equitamedicaresupplementleads.com/images/stories/unitedhealthcare_logo.jpg
Metropolitan Life Insurance Company,MetLife,MO,http://www.huntlogo.com/wp-content/uploads/2011/12/Metlife-logo.jpg
"UnitedHealthcare of Florida, Inc.",UnitedHealthcare,FL,http://wheelhc.com/assets/img/Major_Insurance_Plans_Logos/05-UnitedHealthCare.PNG
Illinois Mutual Life Insurance Company,,TN,http://www.umlandinsurance.com/images/Illinois_Mutual_Logo.gif
Dentegra Insurance Company,,OR,http://logosdatabase.com/logoimages/76142836.jpg
"IlliniCare Health Plan, Inc.",IlliniCare Health,IL,http://photos.prnewswire.com/prnvar/20140606/95791
Sun Life Assurance Company of Canada,,NC,http://upload.wikimedia.org/wikipedia/en/thumb/6/64/Sun_Life_Financial_logo.svg/677px-Sun_Life_Financial_logo.svg.png
The MEGA Life and Health Insurance Company,,SD,http://www.trademarkia.com/logo-images/the-mega-life-and-health-insurance-company/starbridge-choices-78510546.jpg
TransAmerica Premier Life Insurance,,ME,http://www.firstcommand.com/img/providers/transamerica.png
"MVP Health Plan of New Hampshire, Inc.",MVP Health Care,NH,http://www.fingerlakesfamilycare.com/wp-content/uploads/2011/01/mvp-health-care-logo.png
American National Insurance Company,,OK,http://logosandbrands.directory/wp-content/themes/directorypress/thumbs/American-National-Insurance-Company-logo.jpg
"Prominence Preferred Health Insurance Company, Inc.",,NV,http://www.wpareno.com/userfiles/image/vendor_logos/Sky%20West%20Logo%20-%20Blue.png
American Republic Insurance Company,,SD,http://www.americanrepublic.com/images/aric-logo.png
Coventry Health and Life,Coventry Health Care,MD,http://images.all-free-download.com/images/graphiclarge/coventry_health_care_63230.jpg
"Softheon, Inc.",,NY,https://photos.prnewswire.com/prnvar/20151103/283295?max=1600
World Insurance Company,,OK,"http://1-ps.googleusercontent.com/h/www.world-insurance-companies.com/uploads/9/1/6/6/9166349/x8305192.jpg,q1379368825.pagespeed.ic.QmX5Mmz2d-.jpg"
New York Life Insurance Co.,,GA,http://logonoid.com/images/new-york-life-logo.png
LifeWise Assurance Company,,OR,http://diylogodesigns.com/blog/wp-content/uploads/2016/03/Lifewise-Insurance-Australia-logo-design.png
National Foundation  Life Insurance,,MS,http://cmprsapaceawards.com/Portals/paceawards/Images/Pictures/JACKSON-NLIC-RGB.jpg
Hotel Employees Restaurant Employees Health Trust,,WA,http://upload.wikimedia.org/wikipedia/en/a/a9/Hotel_Employees_and_Restaurant_Employees_Union_logo.jpg
Freedom Life Insurance,,OH,http://www.mdpreferredservices.com/images/profiles/F55F-E-CMYK.jpg
Mutual of Omaha Insurance Company,,FL,https://consumeraffairs.global.ssl.fastly.net/files/logos/mutual-of-omaha_logo_891.jpg
Madison National Life,,TN,http://www.ranklogos.com/wp-content/uploads/2012/04/Madison-National-Life-Insurance-Company-logo.jpg
American Income Life Insurance Co,,VI,http://www.fopohio.org/images/AIL%20Logo.png
Globe Life and Accident Insurance Co,,OR,http://media.glassdoor.com/sqll/282144/globe-life-and-accident-insurance-company-squarelogo.png
Reliance Standard Life Insurance Company,Reliance Standard Life Insurance Company ,GA,http://1.bp.blogspot.com/-ePt9eGy_V1I/T7qnQpXGsvI/AAAAAAAAHGA/lXrtEP7Zrx0/s1600/RELIANCE%2BSTANDARD.jpg
Freedom Life Insurance Company of America,,MS,http://www.mylesthurston.com/wp-content/uploads/2012/03/Financial-Freedom-1.jpg
United American Insurance Co,,AL,http://www.insurancelevel.com/company/logo/united-american.gif
Standard Insurance Company,Standard Insurance Company,AL,http://www.insurancelevel.com/company/logo/standard-insurance.gif
DSM USA Insurance Company Inc,DSM USA Insurance Company Inc,PA,http://www.underconsideration.com/brandnew/archives/dsm_logo.png
American Family Mutual Insurance Company,,UT,http://www.knowmore.org/wiki/images/a/a8/American_Family_Insurance-logo.png
National Foundation Life Insurance Company,,LA,https://ektron.nationallifegroup.com/uploadedImages/Logo_NationalLifeGroup.jpg
Humana Insurance Company,,CA,http://walk.psoriasis.org/images/content/pagebuilder/Humana_logo.jpg
Allianz Life Insurance Company of North America,,DC,http://scherrerfinancial.com/images/Allianz.gif
New Era Life Insurance Company of the MidWest,,OK,http://www.elbertins.com/images/united_health_care_logo.gif
SelectHealth,,UT,http://selecthealth.org/SiteCollectionImages/logo_horizontal.jpg
Health Net Life Insurance Company,Health Net Life Insurance Company,MN,http://premierhealthplansolutions.com/files/health-net.jpg
"DSM USA Insurance Company, Inc.","DSM USA Insurance Company, Inc.",GA,http://www.underconsideration.com/brandnew/archives/dsm_logo.png
Premier Access Insurance Company,Premier Access Dental,UT,https://westernhealthadvantage.files.wordpress.com/2011/12/premieraccesslogo.jpg?w=300&h=188
Kanawha Insurance Company ,Humana,NC,http://www.wilsonfiquettdental.com/wp-content/uploads/2013/03/humana-logo.jpg
TransAmerica Premier Life Insurance,,GU,http://www.firstcommand.com/img/providers/transamerica.png
First Allmerica Financial Life Ins. Co,,CO,http://www.insurancelevel.com/company/logo/allmerica-financial.gif
The United States Life Ins. Co. in the City of New York,,ID,http://logonoid.com/images/transamerica-logo.png
MetLife Insurance Company of Connecticut,,KS,http://www.trademarkia.com/logo-images/metropolitan-life-insurance-company/metlife-investors-select-variable-annuity-77311426.jpg
New York Life Insurance Co.,,UT,http://logonoid.com/images/new-york-life-logo.png
TransAmerica Premier Life Insurance,,AZ,http://www.firstcommand.com/img/providers/transamerica.png
Kanawha Insurance Company ,Humana,MD,http://www.wilsonfiquettdental.com/wp-content/uploads/2013/03/humana-logo.jpg
Mutual of Omaha Insurance Company,,NJ,https://consumeraffairs.global.ssl.fastly.net/files/logos/mutual-of-omaha_logo_891.jpg
Physicians Mutual Insurance Company,Physicians Mutual,NE,http://www.insurancelevel.com/company/logo/physicians-mutual.gif
Starr Indemnity & Liability Company,,FL,https://add.eaainsurance.org/images/StarrLogo_new.png
Metropolitan Life Insurance Company,Metropolitan Life Insurance Company,IN,http://upload.wikimedia.org/wikipedia/en/thumb/e/e2/Metlife_1970.png/180px-Metlife_1970.png
American Heritage Life Insurance Company,,WA,http://www.ngai.net/wp-content/uploads/2011/04/family-heritage_logo-300x86.jpg
American States Insurance Company,,LA,http://upload.wikimedia.org/wikipedia/en/thumb/c/cc/American_National_Insurance_Co_%28anico%29_Logo.svg/180px-American_National_Insurance_Co_%28anico%29_Logo.svg.png
American Heritage Life Insurance Company,,GA,http://www.ngai.net/wp-content/uploads/2011/04/family-heritage_logo-300x86.jpg
Mutual of Omaha Insurance Company,,MI,https://consumeraffairs.global.ssl.fastly.net/files/logos/mutual-of-omaha_logo_891.jpg
"UnitedHealthcare of the Midwest, Inc.",UnitedHealthcare,MO,http://wheelhc.com/assets/img/Major_Insurance_Plans_Logos/05-UnitedHealthCare.PNG
Hartford Life & Accident Insurance Company,,PA,http://www.trademarkia.com/logo-images/hartford-fire-insurance-company/hartford-life-75381578.jpg
Unimerica Insurance Company,,CO,http://www.insurance-wholesalers.com/AetnaLogoColorproc.jpg
CGI test company 3,CGI Test Issuer 5,NV,http://1.bp.blogspot.com/_H5lWFiaU2hE/TAlTrNXJK2I/AAAAAAAAA4o/HTaVcnhIzfI/s320/CGI_Logo_Red.png
Nippon Life Insurance Company of America,Nippon Life Benefits,CA,http://www.brandsoftheworld.com/sites/default/files/styles/logo-thumbnail/public/0002/6913/brand.gif
Central United Life Insurance Company,,IL,http://www.manhattanlife.com/Portals/0/LayerSlider3D/490/cul.png
The Guardian Life Insurance Company,Guardian,ME,http://icould.com/files/2012/01/guardian-logo.jpg
Knights of Columbus,,MO,https://keenforgod.files.wordpress.com/2014/12/kofc-logo-jpg.jpg
American Republic Insurance Company,,WV,http://www.americanrepublic.com/images/aric-logo.png
Union Security Insurance Company,Assurant Employee Benefits,KY,http://www.assurantemployeebenefits.com/wps/themes/html/Assurant/assets/images/btns/logo.gif
American Specialty Health Insurance Company,ASH Insurance,CA,http://www.triplettfinancial.com/files/5460/ash%20logo%20long.jpg
State Farm Mutual Automobile Ins. Co.,,NH,http://www.knowmore.org/wiki/images/e/ed/State_Farm_Mutual_Automobile_Insurance_Company-logo.png
Freedom Life Insurance Company of America,,AR,http://www.mylesthurston.com/wp-content/uploads/2012/03/Financial-Freedom-1.jpg
Globe Life and Accident Insurance Co,,MI,http://media.glassdoor.com/sqll/282144/globe-life-and-accident-insurance-company-squarelogo.png
United Teachers Associates,,MO,http://utaic.com/Portals/5/UTA_PMS_logo.png
UnitedHealthcare Insurance Company,UnitedHealthcare,NC,http://wheelhc.com/assets/img/Major_Insurance_Plans_Logos/05-UnitedHealthCare.PNG
Asuris Northwest Health,,WA,http://www.wastatehealthplans.com/images/design/Asuris_logo_large.jpg
Mid-West National Life Insurance Company of Tennessee,,KY,"http://i.ebayimg.com/t/VINTAGE-PROMO-GIVE-AWAY-NATIONAL-LIFE-AND-ACCIDENT-INSURANCE-COMPANY-SEWING-KIT-/00/s/MTYwMFgxNDcw/$(KGrHqNHJBEE9ps,tP3nBPb!PMG0u!~~60_57.JPG"
Companion Life Insurance Company,Companion ife Insurance Company,WI,http://www.allison-ins.com/uploads/6/3/7/7/6377634/659240.jpg?259
Connecticut General Life Insurance Co,CGLIC,SC,http://drlumachi.com/images/page-3-logo2.jpg
Celtic Insurance Company,,MN,http://listtoptens.com/wp-content/uploads/2013/11/Best-Health-Insurance-Companies-US-Celtic-Insurance.jpg
Pekin Life Insurance Company,,WI,http://ww1.prweb.com/prfiles/2010/02/28/3666174/0_PekinInsuranceLogo.jpg
UnitedHealthcare Insurance Company,UnitedHealthcare,TN,http://wheelhc.com/assets/img/Major_Insurance_Plans_Logos/05-UnitedHealthCare.PNG
Transamerica Life Insurance Company,,GU,http://www.medicaremall.com/wp-content/uploads/2011/02/transamerica-logo.png
TransAmerica Premier Life Insurance,,GA,http://www.firstcommand.com/img/providers/transamerica.png
UnitedHealthcare Insurance Company,UnitedHealthcare,AL,http://wheelhc.com/assets/img/Major_Insurance_Plans_Logos/05-UnitedHealthCare.PNG
"Alpha Dental Programs, Inc.",,MD,http://www.dent.umich.edu/sites/default/files/departments/AO%20-%20New%20Logo%20Color%202009.jpg
AXA Equitable Life Insurance Company,,NY,http://www.mobiletor.com/images/axa-equitable-logo.jpg
Standard Insurance Company,,CA,http://www.insurancelevel.com/company/logo/standard-insurance.gif
Puritan Life Insurance Company of America,,LA,http://upload.wikimedia.org/wikipedia/commons/thumb/5/54/ABC_77_W66_jeh.JPG/220px-ABC_77_W66_jeh.JPG
"UnitedHealthcare of Kentucky, Ltd",,IN,http://www.benefitsgrouplex.com/images/logo_united_healthcare.gif
Standard Insurance Company,Standard Insurance Company,IN,http://www.insurancelevel.com/company/logo/standard-insurance.gif
Guardian Life Insurance Company of America,Guardian,WI,http://icould.com/files/2012/01/guardian-logo.jpg
UnitedHealthcare Insurance Company of New York,UnitedHealthcare Insurance Company of New York,NC,http://www.elbertins.com/images/united_health_care_logo.gif
Celtic Insurance Company,,AZ,http://listtoptens.com/wp-content/uploads/2013/11/Best-Health-Insurance-Companies-US-Celtic-Insurance.jpg
